,index,product_id,description,details,name,brand_category,is_work,is_nightout,is_daytonight,is_vacation,is_workout,is_weekend,is_coldweather
851,42356,01DVRSB8WQRRQM3KMPRNZ35WPA,heel measure approximately mm inch white tan leather lamb slip made italy small size see size fit note,shoe sandal mid heel,andrea two tone leather mule,shoe sandal mid heel,0.0,0.0,1.0,0.0,0.0,1.0,0.0
852,42357,01DVVEPMKCNYP363YV79G2TMXX,tan leather cow open top come dust bag weighs approximately lb kg imported,bag tote bag tote bag,shirley leather tote,bag tote bag tote bag,0.0,0.0,1.0,0.0,0.0,1.0,0.0
853,42358,01DTJ8FV80JH6GAY5RGH4MCJHA,three thought mind designing quintessential jean jacket core collection lived appeal comfortably snug fit medium wash look feel lot like vintage added grown update clean concealed button placket welt pocket copper tack button course signature puffed sleeve double denim vibe g label go mel jean cotton elastane machine wash cold lay flat dry made usa measurements size length shoulder width chest sleeve length model bust waist hip wearing size,jacket coat,mathewson denim jacket,jacket coat,0.0,0.0,1.0,0.0,0.0,1.0,0.0
854,42359,01DT5108G29AR88X92MSDTFPYG,ecru midnight blue tan acrylic wool polyester blend button fastening double breasted front acrylic wool polyester dry clean designer color honey imported,clothing coat long,lawson double breasted striped woven coat,clothing coat long,1.0,1.0,1.0,0.0,0.0,1.0,0.0
855,42360,01DT0DM6NX4ZFPGP2ZCADMKVQW,minimal overcoat luxe wool cashmere exudes refined elegance,giftsjsholiday holiday gift guide gift hersaks woman apparel workwear woman apparel coat jacket wa wool cashmere woman apparel fall dressing,double faced overlay coat,giftsjsholiday holiday gift guide gifts for hersaks womens apparel workwear womens apparel coats jackets wa wool cashmere womens apparel fall dressing,1.0,0.0,1.0,0.0,0.0,1.0,0.0
856,42361,01DRZJXQX38Z9ZY07TW52B39B2,almond toed mule contrasting wooden stacked heel heel italian sheep leather wrapped cuoietto leather heel leather sole rubber forefoot professionally leather clean almond toe mule rubber forefoot pod mule fit true size made italy,woman featured black shop,fei mule,woman featured black shop,0.0,0.0,1.0,0.0,0.0,1.0,0.0
857,42362,01DS1QXYXEEG4GBP8NJ921SN8T,drawing inspiration classic style done jean cut rigid cotton twill slim leg cigarette silhouette complement rich terracotta hue styling earth toned neutral,woman clothing jean,cigarette slim leg jean,woman clothing jean,0.0,0.0,1.0,0.0,0.0,1.0,0.0
858,42363,01DT0DJDHE90Z4J6RSWE1040KT,elegant striped midi skirt flirty paperbag waist,woman apparel skirt woman apparel workwear,striped belted midi skirt,womens apparel skirt womens apparel workwear,1.0,1.0,0.0,1.0,0.0,1.0,0.0
859,42364,01DVV33V98YSX0S0EDBBKK8BPC,featured resort lookbook ultra feminine zimmermann blouse everything girly girl could ever want crafted silk fluid silhouette feature pale allover flower print semi sheer composition highlight ruffled trim high neckline high waisted denim chunky hoop,woman clothing top,ruffled floral print silk chiffon blouse,woman clothing top,0.0,0.0,1.0,0.0,0.0,1.0,0.0
860,42365,01DT514H8XQNZ0MCKT7SD5KSHT,ecru wool blend slip wool nylon dry clean designer color egret imported,clothing knitwear heavy knit,diana belted ribbed wool blend cardigan,clothing knitwear heavy knit,1.0,0.0,1.0,0.0,0.0,1.0,0.0
861,42366,01DVS2YM2E9Q015NTHQXKN16TA,something especially sultry python pump make one feel untamable worn take wild side ride alexandre birman clarita pump crafted knotted ankle strap dress pencil skirt cropped blazer subtly sexy work attire,woman shoe pump,clarita python leather pump,woman shoe pump,1.0,1.0,0.0,0.0,0.0,1.0,0.0
862,42367,01DV4HSATZ3X8G7M9CWKFM1F9H,philosophy blazer designed oversized silhouette cut crinkled satin structured shoulder peaked lapel pair longline style velvet pant essential leisure suiting,woman clothing jacket,oversized satin cloqu blazer,woman clothing jacket,1.0,1.0,0.0,0.0,0.0,1.0,0.0
863,42368,01DT5110V2ME7BY3JPCAJ91QRW,lange beige cream wool button fastening double breasted front wool dry clean designer color granite,clothing coat long,atlas oversized belted lange wool coat,clothing coat long,1.0,0.0,1.0,0.0,0.0,0.0,0.0
864,42369,01DV6M2FXMPW9RSZWSXW1EK75W,cream georgette tie neck concealed hook fastening back polyester hand wash made italy,clothing top blouse,cropped crochet trimmed georgette top,clothing top blouse,0.0,0.0,0.0,1.0,0.0,1.0,0.0
865,42370,01DV71D0XMBM4VVJK54F2HD3ZG,sand cotton corduroy concealed hook zip fastening back cotton lining acetate viscose hand wash dry clean imported,clothing skirt mini,juna cotton corduroy mini skirt,clothing skirt mini,0.0,0.0,1.0,0.0,0.0,1.0,0.0
866,42371,01DV72R28K2A1AN5G167S6QRWF,although mom jean boyfriend jean rage right good pair skinny fit denim still essential every wardrobe add eve denim annabel fit collection crafted classic slender silhouette mid rise medium wash pair virtually everything closet,woman clothing jean,annabel rigid mid rise skinny jean,woman clothing jean,0.0,0.0,1.0,0.0,0.0,1.0,0.0
867,0,01E5ZXP5H0BTEZT9QD2HRZJ47A,high rise trouser tailored cool italian cotton linen blend make refreshing addition work wardrobe,men store shoe sneaker low top unknown name detail dtype object,lennox high waist cotton linen pant,unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0
868,1,01E607BHRQAJDZ76MJFN7RPRK1,cinched natural waist pleated fullness long woven short make playful point statement citrusy neon hue,unknown unknown name detail dtype object,rost belted short,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
869,2,01E5ZXJ6G03R7177X723CT04W0,painterly brush color convey flutter butterfly wing fan across soft silk top skin baring sleeveless cut plunging keyhole,accessory unknown name detail dtype object,minelli silk sleeveless top,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
870,3,01E6074PQA697JZ1SBM6NM8TBG,west coast based label channel beachy vibe cropped ribbed cardigan detailed frosted sea glass inspired button,kid girl girl swimwear coverups k unknown name detail dtype object,nepa mismatched button rib cardigan,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
871,4,01E606A8ARCBXW8W94DJKKNQ0D,soft sophistication name game sleeveless twist front frock crafted supima cotton,kid baby month infant girl footies romper unknown name detail dtype object,side twist tank dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
872,5,01E605HN394TKXN18F4PF77MFM,trouser cut ankle leg unadulterated medium blue wash polish laid back jean cut nonstretch cotton denim,jewelry accessory accessory glove unknown name detail dtype object,denim trouser,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
873,6,01E5ZSVW5PV46KVVB52DBX1DFY,tailored bustier bodice swingy skirt highlight dress brings tropical vacay vibe italian stretch linen blend vibrant hue,clothing top tank camis unknown name detail dtype object,sabrina linen blend bustier dress,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
874,7,01E5ZSBVVP5HXZSTP60MFAJSW8,nonstretch cotton jean exude relaxed west coast vibe colorful paint splatter cropped bell bottom silhouette,men store apparel sweatshirt hoodies q unknown name detail dtype object,paint splatter crop bell jean,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
875,8,01E5ZT24JNG1DDMNE32A47C2XS,layer away long button shirt lightened sheer organza show whatever wearing underneath,clothing dress mini unknown name detail dtype object,rowena sheer long sleeve shirt,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
876,9,01E5ZWWZG54Q290WNC1D2D92EV,pintucked detail create flattering empire waist ruffled accent fresh maxi dress sewn crisp linen blend finished pocket,belt unknown name detail dtype object,cicely pintuck linen blend maxi dress,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
877,10,01E603S8HDAQM7HKKYDYQQR9R9,light wash cuff raw fraying edge create cool contrast accentuating wide leg silhouette nonstretch denim jean,skirt unknown name detail dtype object,two tone high waist wide leg jean,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
878,11,01E5ZT0XDRE47BPYTN1TXT6T8K,airy bishop sleeve smocked cuff enhance light graceful style silk blouse featuring colorful floral print plunging keyhole,shoe boot ankle unknown name detail dtype object,venetia floral silk blouse,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
879,12,01E5ZZNMXC37C025BEGH8539RK,glossed coat featuring silvery logo button exaggerated collar slouchy oversized cut shine best street chic look,jean unknown name detail dtype object,chagos oversize cotton blend coat,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
880,13,01E606ZSSETA2X60TY021JG303,glitzy crystal dot angled heel glossy patent leather bootie featuring sharp pointy toe silhouette glam attitude,jewelry accessory accessory mobile tech case unknown name detail dtype object,pack crystal embellished pointed toe bootie,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
881,14,01E2KYG898F550HTVYQACSMYEQ,pretty pliss peplum finish soft sweater knit luxe yarn wool cashmere,kid boy toddler boy outerwear k unknown name detail dtype object,mix medium wool cashmere sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,1.0
882,15,01E2KM09XBFD6XQS1K8Y1QZ6FE,supersoft cuddly little sporty fine knit sweater webbed stripe racing sleeve destined everyday favorite,jewelry accessory sunglass reader oversized unknown name detail dtype object,rheba sweater,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
883,17,01E2KMA32F0B5AS6DBBG9SPHCR,elevate cozy day look slouchy blouson sleeve pullover knit soft luxurious cashmere,clothing dress midi unknown name detail dtype object,desy crew sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,1.0
884,18,01E2KYV2Z66RJCVXZ09PHKDTY2,dash contrast asymmetrically notched hem cleverly quirky detail turn dress everyday sly collector second look,shirt unknown name detail dtype object,claren drop waist dress,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
885,19,01E2KY7AM6CMMHEH18METDGE23,classic cardigan style get added edge deconstructed detail frayed finish,shoe unknown name detail dtype object,deconstructed button cashmere cardigan,unknown,1.0,0.0,1.0,0.0,0.0,1.0,1.0
886,20,01E2KKKFHQDJ10DV2S3PMS743B,patterned rich mix knit stitch cotton cardigan keep thing casual cozy bell sleeve extra wide hem attached tie belt,clothing jean skinny leg unknown name detail dtype object,barai belted cotton cardigan,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
887,21,01E2KKRTF21Z3D7BHFRENMZ621,upgrade closet hardworking staple slim skirt luxe look feel leather practical fabric hint stretch,woman clothing pant unknown name detail dtype object,drew faux leather pencil skirt,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
888,22,01E2KWZHPDG9HSNMX4BMEV42RH,layering done crewneck pullover knit cozy luxe blend wool cashmere inset crepe shirttail balloon sleeve,jewelry accessory sunglass reader cateye unknown name detail dtype object,ebella layered sweater,unknown,0.0,0.0,0.0,0.0,0.0,1.0,1.0
889,23,01E2KX9A5YB72WF9EW93KV2FRE,cashmere enhanced merino wool make coziest sweater turtleneck ups style ante single ridge fringe running shoulder cuff,kid girl accessory kid boy unknown name detail dtype object,odene fringe sleeve turtleneck sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,1.0
890,75,01E1JM3HRMCJXK93WHSWX2DAY9,moisture wicking sport bra twist front design ensures secure streamlined fit whether yoga class lounging around,woman shoe mule unknown name detail dtype object,wrap sport bra,unknown,0.0,0.0,0.0,0.0,1.0,1.0,0.0
891,76,01E2P1VRQF90GP8VGC506Q9JE6,slim block heel slightly squared toe bring contemporary appeal refined italian made flat finished brand signature hand sewn stitch,men store apparel swimwear men store ol unknown name detail dtype object,eve slingback pump,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
892,77,01E2P3R6NKBP9RTFSFH251WE2G,notched topline sharp pointy toe emphasize clean contemporary style italian flat made supple leather,kid shoe baby month baby girl kid unknown name detail dtype object,moa pointed toe flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
893,78,01E2P8EAE55YVDM5ZXGCWGXG9H,slim block heel loft form fitting leather boot integrates effortlessly modern wardrobe,kid boy toddler boy top kid b unknown name detail dtype object,sidney knee high leather boot,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
894,79,01E2P3B78R109EJBNCEG9W16R7,pop red cap slender rectangular heel svelte pointy toe boot made italy,kid baby month infant boy bottom unknown name detail dtype object,ivy bootie,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
895,80,01E2P2V5B5JZXACRQ55FRTSZCA,snipped toe angled stacked heel bring western influenced style italian crafted bootie finished brand signature hand sewn stitch,men store apparel polo tee polo unknown name detail dtype object,kate bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
896,82,01E5E3TREG649DN1VNP1Z8EQ4V,unknowntoken,men store accessory belt unknown name detail dtype object,shearling mule,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
897,83,01E5E3W2H77FZ262D03MR5AXHS,unknowntoken,men store apparel casual button shirt th unknown name detail dtype object,cashmere cocoon cardigan,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
898,84,01E5E3SA543CQ3MPAE93K18M8S,unknowntoken,shoe unknown name detail dtype object,oiled leather mule,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
899,85,01E5E3PA86QYQ3QWQ4HYJW0478,unknowntoken,clothing jumpsuit full length unknown name detail dtype object,leather chelsea boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
900,86,01E5E3WS39RATSZWWPV42QNCQ3,unknowntoken,woman bag shoulder bag unknown name detail dtype object,cashmere fisherman sweater,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
901,87,01E5E3VDA8NENJNRHX73QZMKXP,unknowntoken,men store accessory belt unknown name detail dtype object,suede mule,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
902,88,01E2M3EG8YT7SCDXKY5G0DD7JP,brand brings wild california style classic tailored blazer made stand vibrant palm tree print,saks beauty place color foundation blush unknown name detail dtype object,coastal palm print jacket,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
903,89,01E2KZ9BPX6KXVKHA7TT9E5N4F,vibrant snake print burst across sleek sheath twist center show waist,kid boy boy top unknown name detail dtype object,baller snake print long sleeve dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
904,90,01E2KXQGE8ZHVT9VWRC2TM5D41,flouncy silken dress trimmed contrast floral print shot metallic thread subtle shimmer move,kid shoe boy kid old new best pr unknown name detail dtype object,contrast trim leopard print silk blend minidress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
905,91,01E2KKN546TA6REG41VV85GKAF,flouncy tie gather neckline billowy chartreuse dress finished attached hem enhance flowy movement,clothing skirt midi unknown name detail dtype object,tie shoulder ruffle hem silk maxi dress,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
906,94,01E2C4Y3Z43TC699AJDX3H0YT9,enchanting cinderella glass slipper much wearable graceful italian sandal styled transparent strap,woman clothing pant unknown name detail dtype object,scolto transparent strap sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
907,120,01E2P3MTZCJNN4Z6CBAQA54RTG,styled slender mid heel v cut vamp flow pointy toe mule look chic date office,kid boy toddler boy top kid b unknown name detail dtype object,askan mule,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
908,121,01E2P1R83V72F38GPJFNABZ9W7,dramatic curve sharp angle marry pointy toe bootie made steep slant stacked heel,kid girl toddler girl top unknown name detail dtype object,niche bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
909,122,01E2P40EKEZYXF8WWEK18828WC,wide channel quilted strap crisscross well padded slide sandal grounded razored tread,men store apparel polo tee shirt unknown name detail dtype object,lye slide sandal,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
910,123,01E2P4WH8WZMA0CBY9Y6QF76PY,sinuous strap cross atop lightly cushioned sandal shaped squared toe architectural block heel,jewelry accessory sunglass reader round oval unknown name detail dtype object,vanguard sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
911,124,01E2P104FERZ54EFBCMYXF32BQ,lift spirit double strap slide sandal perched tall block heel thick platform easy gliding,kid baby month infant boy top unknown name detail dtype object,jinx platform slide sandal,unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0
912,125,01E2P182JPEKMXK3Q2YBQBYRYR,gleaming stud outline sole retro inspired slide sandal lofted chunky woodgrain heel platform,shoe sandal mid heel unknown name detail dtype object,electric slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
913,126,01E2P3PNQE59KXHZHW179DZF67,easy slide sandal go everywhere shoe brings bit beachy style everyday outfit,men store apparel casual button shirt unknown name detail dtype object,spinner slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
914,127,01E2P1KTHSMTM0SBW248ZXX2A7,webbed strap contrast wedge serrated platform style modern sporty sandal,men store apparel outerwear peacoat overcoa unknown name detail dtype object,rikki platform sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
915,128,01E2P2BG2JT639EWEXK79CVJ2R,clean seam towering stacked heel define polished day night boot,jewelry accessory fine jewelry ring jewelry ac unknown name detail dtype object,intermix knee high boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
916,129,01E2P1NZ4CPQ3TY1NTN63BY6HW,ready stroll private beach flat sandal styled crisscrossing strap braided raffia,jewelry accessory watch men store unknown name detail dtype object,stanza slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
917,130,01E2P48VAXKDTBMJPG3WCJ21X3,silhouette poised cap toe pump get vacation update platform wedge heel wrapped braided jute,saks beauty place hair care saks beauty plac unknown name detail dtype object,glider espadrille wedge pump,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
918,131,01E2P4ABXGHN4PZ6SNTGDR4SKG,pointy toe tapered heel balance streamlined silhouette go boot,jewelry accessory sunglass reader round oval unknown name detail dtype object,phenom knee high boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
919,132,01E2P24XTQV62AH8QCGFN78YSS,channel inner supermodel day night sandal toe loop mid heel clean geometric angle,home hi tech gourmet food candy chocolate home unknown name detail dtype object,henry slide sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
920,133,01E2P2SANAXX2APQ8YWERJS189,twinkling crystal brooch crown toe strap party ready sandal secured slender floating ankle strap,men store apparel outerwear denim jacket unknown name detail dtype object,vanity crystal embellished sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
921,134,01E2P4CT9P99A664YHMQ527F07,croc embossing brings moment appeal double band sandal finished gleaming buckle,men store shoe boot unknown name detail dtype object,lonnie croc embossed sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
922,135,01E605VK67ZSHYCCH68XAKE5QX,drawstring waist cropped silhouette bring relaxed lounge inspired attitude pant slight sheen tonal floral pattern silky feel,kid baby month infant girl dress jus unknown name detail dtype object,floral crop pant,unknown,1.0,0.0,0.0,1.0,0.0,0.0,0.0
923,137,01E2P0WXXWGXAN1GC2T36EQ9MC,sleek sculptural strappy sandal shine metallic snakeskin look modern square toe slim block heel,jewelry accessory accessory wrap scarf co unknown name detail dtype object,ally strappy sandal,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
924,139,01E2P2QCMW41TFYKV4EFD0HY90,raffia wrapped platform wedge hint metallic shimmer make suede ankle tie sandal refined resort ready standout,men store apparel denim skinny men store unknown name detail dtype object,clarita raffia platform wedge sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
925,143,01E2P5A245G9CJ5CVGC10FADV5,italian crafted chelsea boot sleek timeless style low key luxe,clothing dress mini unknown name detail dtype object,chelsea boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
926,144,01E2C3YN4KQ36A0REWZJ89ZN73,edgy style expert craftsmanship combine block heel combat boot cut sewn lasted hand spanish artisan,men store apparel outerwear lightweight jacket unknown name detail dtype object,ace bootie,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
927,147,01E2P17F4R0TVSX5DKHKDEJJ96,chase summery dream ombr rainbow metallic sandal beach chic design knotted strap reaching wrap ankle,saks beauty place skincare sun care unknown name detail dtype object,rebecca rainbow flat sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
928,152,01E2P53EPA2Y6WG3SXD01BR5SP,knotted tie detail toe strap elegant sandal lifted covered block heel tied adjustable wraparound strap,kid baby month infant boy top kid unknown name detail dtype object,clarita block heel sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
929,154,01E5ZX96DT61XTDZB29YHEARG6,done delivers one two punch comfort confidence cotton tee featuring comic style graphic butt kicking boxer,home hi tech pet accessory unknown name detail dtype object,classic kick graphic tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
930,155,01E5ZXWJKJQ1AQFSQY3N1FT5WG,retro inspired yet current stretchy ribbed bodysuit based slim fitting clothing gained popularity,kid baby month infant boy swimwear jus unknown name detail dtype object,rib bodysuit,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
931,156,01E5ZXG6YBEHZWSTVFHNFYT03P,introducing suiting first time done based cropped flare trouser vintage pair handmade italy,shoe sandal mid heel unknown name detail dtype object,plaid wool blend crop flare trouser,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
932,157,01E5ZS9E7PN69MK7SHYVNNY212,named unique double point pocket design denim western shirt softly faded detailed pearly snap authentic vintage look,men store apparel tuxedo formal wear men unknown name detail dtype object,sawtooth denim western shirt,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
933,158,01E5ZV1WGSVBAHBK6KASM0K7HK,square neck shirt based one look cool today,short unknown name detail dtype object,square neck long sleeve shirt,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
934,159,01E5ZZTCC1A35637TZ9N3VE9ED,done serf retro style graphic cotton tee designed look like souvenir cali bar called shanty,shirt unknown name detail dtype object,classic shanty graphic tee,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
935,160,01E5ZSV8TTZD5SWVT6N68QSNWY,done serf retro style cotton souvenir tee hart famous food old interstate pit stop los angeles la vega,woman apparel top shirt blouse blouse woman unknown name detail dtype object,hart loose graphic tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
936,161,01E602GBR3NN1RPHZ9YED2AQHE,unknowntoken,saks beauty place color foundation finish unknown name detail dtype object,short repurposed denim short,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
937,162,01E5ZYWB4TPRMA3ZNY0GAMWFQF,nonstretch straight leg jean cropped fraying hem faded black wash nod done repurposed vintage root,men store apparel denim slim men store unknown name detail dtype object,original high waist stovepipe jean,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
938,163,01E5ZXA8KGQS4SZXWDBT8TKTPS,done brings sophistication today polka dot jacquard blouse shaped puffy padded shoulder reminiscent era,kid old new best premier designer shop k unknown name detail dtype object,tailored silk blouse,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
939,164,01E601EKBZ5CTZ0DVFTFJET8Y5,introducing suiting first time done based pinstriped blazer one handmade italy,kid girl toddler girl outerwear jus unknown name detail dtype object,pinstripe double breasted wool blazer,unknown,0.0,1.0,1.0,0.0,0.0,1.0,0.0
940,188,01E2P4JXGGPSX99B30CSW07XDQ,revamped version best selling lace sandal minimalist toe ring delicate cord strap well easy slip styling,men store apparel casual button shirt unknown name detail dtype object,susan slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
941,189,01E2P1JRHECHGTH1KXRNWSHZ99,slender sinuous nappa strap lend minimalist grace handcrafted italian sandal,home hi tech home picture frame unknown name detail dtype object,string ankle strap sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
942,190,01E2P4CYTM9D998HYD8WHX5Q1H,slender strap wrap ankle minimalist italian sandal illuminated silvery leather,men store accessory hat visor hat unknown name detail dtype object,one ankle strap flat sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
943,191,01E2P6893RMYNG5X7F0QZ3H7T4,court inspired low top sneaker sport pop contrast color cuff foil stamped factory id style code branding heel,saks beauty place color lip lipstick old unknown name detail dtype object,retro low top sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
944,192,01E2P2W7SNBX8A8MB5WQM3MTTP,slender sinuous nappa strap lends minimalist grace velvety soft suede sandal,home hi tech travel tech travel accessory unknown name detail dtype object,susan slingback sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
945,193,01E601C05NGSMRZZCR5419CS5X,dropped shoulder cropped hem add effortless vibe staple tee made midweight slubbed cotton jersey,men store fall preview q men store ap unknown name detail dtype object,tokyo crop tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
946,194,01E5ZRKCEW25M5MJN3PAF16E3Q,soft hoodie la based label latest crop elevated staple feature distressed detailing look like beginning,woman clothing top unknown name detail dtype object,milan crop distressed hoodie,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
947,195,01E601FTXM272598R37SSCAF0X,bodysuit design ensures wardrobe staple black turtleneck stay perfectly tucked throughout day,jewelry accessory fine jewelry ring jewelry ac unknown name detail dtype object,brisbane turtleneck bodysuit,unknown,0.0,1.0,1.0,0.0,0.0,1.0,0.0
948,196,01E6023NP22T0KNDQA277ZAB24,la based label latest crop elevated staple slouchy tee get luxuriously soft feel blend supima cotton micromodal,men store apparel casual button shirt unknown name detail dtype object,sydney crewneck tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
949,197,01E5ZVSD14WP74CKT08YPE0CRV,raw rolled hem enhances easygoing attitude straight cut jersey dress,jewelry accessory accessory mobile tech case unknown name detail dtype object,jersey muscle maxi dress,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
950,198,01E5ZZ1ZT7EM0EN1GE98DVHR8J,slim cotton shirt hand dyed look like cloudy sky,kid girl toddler girl pajama k unknown name detail dtype object,dyed long sleeve shirt,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
951,208,01E223G92TQWED1SY4MX2YC3AK,classic crewneck sweatshirt get luxurious update supremely soft cotton blend,kid baby month keepsake gift unknown name detail dtype object,sweatshirt,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
952,240,01E2P6FEZAC86A76SWMGFCDKRK,cork style platform heel inspired style standout sandal secured tonal buckle ankle,jewelry accessory watch men store unknown name detail dtype object,sarto franco sarto franny platform sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
953,241,01E2KY5VSA1ZMER7ASF6EDZN7Z,orsay silhouette call attention chic pointy toe flat set atop barely square heel,old skin care body tool saks beauty place unknown name detail dtype object,vince camto cruiz orsay flat,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
954,267,01E2P4RQ4TRKTSDQ2KF3V4VN44,bring inner rocker wearing snake embossed boot handcrafted brand ava last pointed without narrow,men store apparel sweatshirt hoodies q unknown name detail dtype object,mr jagger snake embossed chelsea boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
955,268,01E2P0YA4H18EH5XPRE9G5HJR4,chic buckled boot feature shimmery metallic cap toe look blend sleek sophistication bit fun,men store apparel sportscoats blazer unknown name detail dtype object,mr dean double monk strap boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
956,269,01E2P5KP18V7S8R8T3N3JAXK8X,chunky heel elevates glossy leather derby detailed broguing meticulous topstitching,woman clothing skirt unknown name detail dtype object,miss button derby,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
957,270,01E2P67TJJNZFD0Q1H3WW0PM7C,refined polish brogue oxford meet ruggedness hiker lugged shoe handcrafted brand rock last roomy toe box,unknown unknown name detail dtype object,mr oliver brogue lug oxford,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
958,271,01E2P691S5MPSGJ83FQZEAD1S9,cool cutout smart perforation add modern moxie bold black white oxford done rich italian leather,woman shoe pump unknown name detail dtype object,mr muffin cutout oxford,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
